id,message,translated_message,compound_score,sentiment_label,cleaned_text
3142,yang campak anak kucing kena 6 bulan bayar 60k. nie kes yang bab mati nanti adalah sakit jiwa lah oku lah.tapi kalau kes² yang tak masuk akal cepat je diaorang kutip cari.negara kita dah hancur disebabkan ehemm lah,The dog camp is six months old. No case about death is a life-threatening disease. But if the case is not in the quickest way he's gonna be looking for. Our country has been destroyed because of the ehemism.,-0.81,Negative,dog camp six month old case death lifethreatening disease case quickest way he gon na looking country destroyed ehemism
3143,Kes lenyap sbb rasuah.. tggu jer lah,The waste waste is wrong.,-0.8271,Negative,waste waste wrong
3144,ada payung besar ma apa mahu takut.,There's a big storm that you want to be afraid of.,0.0772,Positive,there big storm want afraid
3145,money is king.. dia bayo je settle..,Money is king..he's gonna set you up..,0.0,Neutral,money kinghes gon na set
3146,alasan oku mungkin akan digunakan..,I might use my reason.,0.0,Neutral,might use reason
3147,Hukum berat seumur hidup.kar dah bunuh 4 org serentak,The law is a life-threatening law. The 4-year-old killer is a serial killer.,-0.8625,Negative,law lifethreatening law yearold killer serial killer
3148,Muka rilex jerr mcm xtak buat salah,Make relex jerr mcm xtak make mistakes,-0.3612,Negative,make relex jerr mcm xtak make mistake
3149,Kanina yg ini pula tak mati. Yg tidak berdosa pula yg mati,"This woman also shall not die, neither shall the sinner die.",-0.1911,Negative,woman also shall die neither shall sinner die
3150,Kesayangan penguasa,The love of the authorities,0.6369,Positive,love authority
3151,Tggu dn lihat aku dh masak dgn benda² gini..Money is King,Money is King,0.0,Neutral,money king
3152,Ada bodoh mana pergi tahan orang pukul dye aduh jeng bawak nie kena ajar,There's a fool going to get a few of those who've got to go to school.,-0.4404,Negative,there fool going get whove got go school
3153,Abis kuat denda jer. Tngok x caye,Abyss of the y-ray.,0.0,Neutral,abyss yray
3154,Xlama lagi adalah tu lesen gila keluar,The Xlama is that crazy lesson out.,-0.34,Negative,xlama crazy lesson
3155,oku ni,is,0.0,Neutral,
3156,Pengelasnye cine tu memandu dlm keadaan mabok Dan bebassss siap ade kad oku,Use the device you are running on the device and free up to read,0.5106,Positive,use device running device free read
3157,salam takziah buat waris² fmly..sy harap semua pihak waris tuntut ganti rugi sorng 100juta .sbb sipelaku mesti bebas punya..saman upah lawyer.bukti dashcam dh kukuh tu,Salam tadziah makes waris2 fmly..sy wants all the parties to the event to lose 100 million.sbb my client must have free..a total of lawyers.,0.0,Neutral,salam tadziah make waris fmlysy want party event lose millionsbb client must freea total lawyer
3158,Dalam lindungan...pasti ade yg cover kaw2 punye sbb skrg mmg terang sgt nk cabar kuasa dan menindas,In the shelter... there must be a covert point sbb skg mmg light sgt kn mabar and snug,0.0,Neutral,shelter must covert point sbb skg mmg light sgt kn mabar snug
3159,"Auto OKU,kepala bapak ko!!! Nyawa manusia mcm nyawa binatang korang buat!!! Sial!!!!","Car, my dad!!! The human life is a mess!!!!",-0.5673,Negative,car dad human life mess
3160,"Dunia duit hati² takut terlepas ats dunia,tapi akhirat xkn lepas,
arap family si mati dpt keadilan","The world's heart is scared of getting out of it, but eventually it's gone, because family dies justice",0.7391,Positive,world heart scared getting eventually gone family dy justice
3161,As always..akan lps..dont give too much hope.,"As always, I'm gonna give you so much hope.",0.4902,Positive,always im gon na give much hope
3162,Semoga diberi hukuman yang setimpal,May We Be Sent Forth With a Just Judgment,0.0,Neutral,may sent forth judgment
3163,Mmg xkn kena hukuman mbunuh... dia akan dicaj kesalahan jalan raya... penjara 2tahun dan lesen terbatal....,Mmg xkn for murder... he'll be convicted of a public road error... two years of imprisonment and a fatal injury...,-0.9287,Negative,mmg xkn murder hell convicted public road error two year imprisonment fatal injury
3164,Bila tengok muka apa lancau ni. Tetiba boleh dengar kata hati dia. Kejap lagi duit masuk account.,"If you click on a page or click on a title, you will be able to hear what it says.",0.0,Neutral,click page click title able hear say
3165,Sepatutnya pergi ke rumah pelaku dan menuntut keadilan!,You should go to my client's house and ask for justice!,0.5707,Positive,go client house ask justice
3166,Kjayaan pgundi2,Question 2,0.0,Neutral,question
3167,Klu cina lh mcm mn pn polis ckp nnt org yg mati tu salah klu tk caya tengok lh nnt,The dead cinna llh mcm mn pn policy ccp nnt org is the wrong cn cn lla lla lla nnn,-0.8126,Negative,dead cinna llh mcm mn pn policy ccp nnt org wrong cn cn lla lla lla nnn
3168,"Xpayah la nak buat gambar jelas edit pakai AI, haritu kes yg Perog** tu edit pakai ai jugak. Last2 tak sama pun muka.","The father of the picture is published by the AI, who is currently in the Pereg**. Last2 is not the same.",0.0,Neutral,father picture published ai currently pereg last
3169,kalau tipe c msti bebas punya.,That type of free will.,0.5106,Positive,type free
3170,Pdrm jgn jadi pengkhianat Dan pengecut...,Pdrm jgn became a traitor and a villain...,-0.5574,Negative,pdrm jgn became traitor villain
3171,org bp mark terus muka baru4 ni jgn kasi leps,org bp mark next page4 is jgn but not,0.0,Neutral,org bp mark next page jgn
3172,Lepas mati sebab 3/7 guni masuk macam 2 alasan akan diberi.,The release is due to 3/7 of the type of injection that will be given.,0.0,Neutral,release due type injection given
3173,La xpyah harqpkn apo MMG nnt bapak dia byr KT polis la,The xpyah harqpkn or MMG nnt father is a KT police officer,0.0,Neutral,xpyah harqpkn mmg nnt father kt police officer
3174,Apa pembunuh type c?,What kind of c killer?,-0.6486,Negative,kind c killer
3175,Cina taukey besar disebuah daerah?,China's big stuff in a place?,0.0,Neutral,china big stuff place
3176,Ermm tak mungkin hire peguam probono untuk paksa akui kesalahan... Undang-undang Malaysia lemah dan terkulai layu jika berhadapan situasi point2 diatas.. NFA atau kes dianggap selesai,Ermm cannot be able to challenge the probone to force the wrong confession... the Malaysian authorities are weak and disappointed if they face a point2 situation there.. NFA or case is considered to be complete.,-0.8316,Negative,ermm able challenge probone force wrong confession malaysian authority weak disappointed face point situation nfa case considered complete
3177,"Boleh Hidup LG TU, Knp x Bersepai je Kepala ko masa accident TU!!","You can live in LG TU, Knp x Berepa is the head of the TU accident!!",-0.5696,Negative,live lg tu knp x berepa head tu accident
3178,Setuju 100%.,I agree with 100%.,0.3612,Positive,agree
3180,Ada ini $$$$ semua,It's all $$$$$,0.0,Neutral,
3181,Haiyoooo... Lu olang bising² apa hat.. luluk liam² la..,Hayooooo... what do you think?,0.0,Neutral,hayooooo think
3182,Wa talak singaja maaa...,He has sent me to bind up the brokenhearted. ”,0.0,Neutral,sent bind brokenhearted
3183,Xpa²... Lanti wa bg luit.. kasih kaw tim... Lu olang apa blh bikin ma... Keleta wa blek yem.. wa OKU maaa....,Xpa2... then we'll have a team love...,0.6369,Positive,xpa well team love
3184,"Wah!! Muka, tak takut pun. Gambar pose pulak. Nanti semua salahkan abang, dia akan lepas kena saman aje",I'm not afraid of you.,0.0,Neutral,im afraid
3185,Harap takde yg ubah la tuduhan nanti. . Pegawai penyiasat polis di harap bertindak mengikut undang2,I hope the charges are changed later.,0.2023,Positive,hope charge changed later
3186,Kita tgk si #AnthonyLoke berbunyi tak kes ni...?,We're not the #AnthonyLoke singing forever...?,0.0,Neutral,anthonyloke singing forever
3187,Ni kena pantau close2 takut habisbs3mua di belinya nanti,The end of the close2 feared the Habisbs on its side.,-0.4939,Negative,end close feared habisbs side
3188,Rileks jerr senyumm...sbb dh tau blh lepas punyerr...,Please wait while the bill ends...,0.3182,Positive,please wait bill end
3189,Banyak dah jadi Anjing kerajaan sekarang,A lot has become a government dog now,0.0,Neutral,lot become government dog
3190,Kita tunggu dah lihat...Anthony onthwy nk back up..,We're waiting for you to see... Anthony on the back up.,0.0,Neutral,waiting see anthony back
3191,"Kertas siasatan telah dibuka hari ini, semalam dh tutup dh...","The board paper has been opened today, last night dd closed d...",0.0,Neutral,board paper opened today last night dd closed
3192,"4 orang mati, seksyen 302 please..","Four dead, 302 please.",-0.4588,Negative,four dead please
3193,Seperti biasa dan² ada kad OKU,Like usual and there's a KOU card,0.3612,Positive,like usual there kou card
3194,Senyap je YB YB sekalian...sebab yg mati tu Melayu...mereka seronok...,"You know, YB YB is one of the YBs because the dead Melayu... is a seroconic...",-0.6486,Negative,know yb yb one yb dead melayu seroconic
3195,1. Jangan terima minta maaf,1. Do not accept an apology,-0.3252,Negative,accept apology
3196,2. Jangan percaya jika dia OKU,2. Don't believe if he's OK.,0.0,Neutral,dont believe he ok
3197,3. Cepatkan kes ini di Mahkamah,3. Make this case quick in court,0.0,Neutral,make case quick court
3198,4. Jangan pilih bulu,4. Do not choose sex,0.0,Neutral,choose sex
3199,5. WAJIB dihukum paling berat,5. THE most serious penalty is punishment.,-0.7947,Negative,serious penalty punishment
3200,6. Jangan kompromi,6. Do not compromise,0.0,Neutral,compromise
3201,"Spore tak boleh lumba, datang lah msia lumba kuat lah, ibubapa pun tak jaga betul anak discipline macam mana, duit banyak apa guna, nyawa orang dah pergi, salah siapa?!","Spore can't run, come on, come on.",0.0,Neutral,spore cant run come come
3202,Muka ada senyum ooo....,You have a oo-sanny....,0.0,Neutral,oosanny
3203,Masyuukkkkk nie bilang Tu bos,Masyukkkkkk is not a Tu Bos,0.0,Neutral,masyukkkkkk tu bos
3204,Xpernah lg aku dengar atau nmpk geng dorg ni kena hukuman..kebanyakan semua hilang nyawa...tp terlepas dari hukuman..aku xtau la undang2 Malaysia ni zaman sekarang..memang hukuman ikut warna kulit ke ntah la..,I'm not hearing or not about the death penalty most of the lives are lost from the death penalty. I'm not the law of Malaysia now.,-0.8424,Negative,im hearing death penalty life lost death penalty im law malaysia
3205,"Ustazah yg tempohari tidak sengaja terpijak pedal lalu menyebabkan kematiaan telah didenda kaw kaw, yg ini pulak bwk kereta laju2 berlumba pulak tu lalu menyebabkan ramai dari satu kematiaan yg sengaja berlumba serta bawa laju, aku nk tengok ada kah penyebab pada kematiaan ini didenda lebih kaw kaw dar Ustazah yg tidak sengaja tu, nk tgk undang2 Malaysia menyebelahi kaum mana skrg","The weather that is not so bad that death has been reported up, which is the back of the bou2 train that runs back and causes many of the deaths that are so intense and the carry out, I wonder if there are any causes of this deaths that are higher than this huu2 skrk, the law of Malaysia is against the people whose skrk",0.0416,Neutral,weather bad death reported back bou train run back cause many death intense carry wonder cause death higher huu skrk law malaysia people whose skrk
3206,Nanti bapak dia kautem lah tu,And then his dad's a fool.,-0.4404,Negative,dad fool
3207,Mesti dijatuhkan hukuman yg paling berat.,The most serious penalty must be meted out.,-0.5956,Negative,serious penalty must meted
3208,Kes ini patut disabitkan niat bunuh,This case should be mentioned for murder.,-0.6908,Negative,case mentioned murder
3209,Undang2 TAK terpakai utk SPESIES jenis gini..,OPINION 2 is used to describe species.,0.0,Neutral,opinion used describe specie
3210,ustazah tu miskin kene bagi makan free lama sikit nia anak org kaya pakai bmw mana boleh makanan penjara lama2 6bulan je cukup lagi2 dia gang bmw payung kembang,This poor woman here for a long-term pain in her neck like using bmw which can eat a long time prison food2 6 months is enough to feed her bmw,-0.802,Negative,poor woman longterm pain neck like using bmw eat long time prison food month enough feed bmw
3211,Dah wajib pinda akta jalan raya yang lama dah tk boleh pakai,You must press a long way right now,0.0,Neutral,must press long way right
3212,"Aku dah xtau nak komen apa dgn pihak berkuasa skrg...semakin double standard klu melibatkan puak2 kulop ni...seolah olah klu tangkap,hukum & penjara menjadi 1 kesalahan @ bule mencetuskan ketegangan kaum plak...tp klu kena type yg bule mengucap samada bin @ binti....perghhh..dia punya cepat bertindak lg laju tangan drpd otak...",I've been wondering if the state of the prag... is going to have a double standard key involving the ball2. So the prison key is one mistake@bule is to cut the record of the plk...tp key that doesn't speak either way @ binti.perghhhhh..he has quick action with the hands of the brain drpd...,-0.6887,Negative,ive wondering state prag going double standard key involving ball prison key one mistakebule cut record plktp key doesnt speak either way bintiperghhhhhhe quick action hand brain drpd
3213,ada duittt semuaa jalann boss . this is Malaysiaaal,there's got all the roads boss. This is Malaysian,0.0,Neutral,there got road bos malaysian
3214,"Harapan dia dpt duit lg laaa
tokey bg kt balaci nnti...",I hope he's gonna take a tokey to get a fight...,0.0772,Positive,hope he gon na take tokey get fight
3215,Hujung² nnt ada kad OKU...naya..,There's a time when we're gonna be okay.,0.2263,Positive,there time gon na okay
3216,"Pada makamah Dan undang-undang, apakah yg mangsa atau keluarga boleh dapat dari kejadian ini? Dan apakah hukuman yg setimpal dgn kemalangan ini? Dah terang lagi bersuluh.",And what is the matter with you that you do not judge?,0.0258,Neutral,matter judge
3217,Kita tgk cibai pembunuh ni apa jd nnt.,We don't judge the killers.,0.5334,Positive,dont judge killer
3218,Klau bapak die pon bleh bukak kdai judi kat sane..kompom2 la anak2 die lepas kes mcm ni..,"I'm sorry, Dad the pon was gonna get rid of my dad's four years old.",-0.0772,Negative,im sorry dad pon gon na get rid dad four year old
